,score,labe
0,209.7872772216797,0
1,234.18431091308594,0
2,245.07598876953125,0
3,937.4271240234375,0
4,235.37326049804688,0
5,287.31842041015625,0
6,273.2470703125,0
7,157.0963134765625,0
8,156.72125244140625,0
9,213.10240173339844,0
